date,Real,Predicted
2021-06-01,419.67,420.8389
2021-06-02,420.33,420.94055
2021-06-03,418.77,421.3627
2021-06-04,422.6,421.51593
2021-06-07,422.19,421.7944
2021-06-08,422.28,422.08334
2021-06-09,421.65,422.63382
2021-06-10,423.61,423.05856
2021-06-11,424.31,423.99997
2021-06-14,425.26,424.12878
2021-06-15,424.48,424.58627
2021-06-16,422.11,425.14096
2021-06-17,421.97,425.72644
2021-06-18,414.92,425.60553
2021-06-21,420.86,424.64334
2021-06-22,423.11,423.1842
2021-06-23,422.6,422.09225
2021-06-24,425.1,421.8956
2021-06-25,426.61,422.13147
2021-06-28,427.47,424.58105
2021-06-29,427.7,425.84286
2021-06-30,428.06,426.78082
2021-07-01,430.43,428.00867
2021-07-02,433.72,428.8532
2021-07-06,432.93,429.76608
2021-07-07,434.46,430.81976
2021-07-08,430.92,432.12222
2021-07-09,435.52,433.28873
2021-07-12,437.08,434.00595
2021-07-13,435.59,434.21494
2021-07-14,436.24,434.80814
2021-07-15,434.75,435.16022
2021-07-16,431.34,436.31073
2021-07-19,424.97,436.04242
2021-07-20,431.06,434.64807
2021-07-21,434.55,433.27243
2021-07-22,435.46,431.92957
2021-07-23,439.94,431.40414
2021-07-26,441.02,432.41492
2021-07-27,439.01,435.5711
2021-07-28,438.83,437.50467
2021-07-29,440.65,438.64597
2021-07-30,438.51,439.6295
2021-08-02,437.59,439.5118
2021-08-03,441.15,439.00647
2021-08-04,438.98,439.05573
2021-08-05,441.76,439.1733
2021-08-06,442.49,439.0362
2021-08-09,442.13,439.6212
2021-08-10,442.68,440.57074
2021-08-11,443.78,440.80945
2021-08-12,445.11,441.6784
2021-08-13,445.92,442.09756
2021-08-16,446.97,442.56793
2021-08-17,444.04,443.349
2021-08-18,439.18,443.99414
2021-08-19,439.86,443.98682
2021-08-20,443.36,443.2534
2021-08-23,447.26,442.2464
2021-08-24,447.97,441.34982
2021-08-25,448.91,441.61606
2021-08-26,446.26,443.41138
2021-08-27,450.25,445.12207
2021-08-30,452.23,446.1989
2021-08-31,451.56,446.69632
2021-09-01,451.8,447.27933
2021-09-02,453.19,447.8181
2021-09-03,453.08,449.07645
2021-09-07,451.46,449.57114
2021-09-08,450.91,449.6169
2021-09-09,448.98,449.70166
2021-09-10,445.44,449.51425
2021-09-13,446.58,448.61966
2021-09-14,444.17,447.4297
2021-09-15,447.88,446.26932
2021-09-16,447.17,445.21014
2021-09-17,441.4,444.6612
2021-09-20,434.04,444.6493
2021-09-21,433.63,443.58093
2021-09-22,437.86,442.18832
2021-09-23,443.18,439.55695
2021-09-24,443.91,437.39258
2021-09-27,442.64,437.17682
2021-09-28,433.72,439.08307
2021-09-29,434.45,440.65115
2021-09-30,429.14,440.63776
2021-10-01,434.24,438.57532
2021-10-04,428.64,435.98965
2021-10-05,433.1,433.31012
2021-10-06,434.9,432.77493
2021-10-07,438.66,432.29968
2021-10-08,437.86,433.63834
2021-10-11,434.69,434.1627
2021-10-12,433.62,436.0684
2021-10-13,435.18,436.68185
2021-10-14,442.5,436.71814
2021-10-15,445.87,436.28513
2021-10-18,447.19,436.83392
2021-10-19,450.64,438.9058
2021-10-20,452.41,441.91052
2021-10-21,453.59,445.08017
2021-10-22,453.12,447.02136
2021-10-25,455.55,448.46155
2021-10-26,455.96,449.8501
2021-10-27,453.94,450.70325
2021-10-28,458.32,451.21674
2021-10-29,459.25,451.67276
2021-11-01,460.04,452.4916
2021-11-02,461.9,453.07504
2021-11-03,464.72,453.86963
2021-11-04,466.91,455.4359
2021-11-05,468.53,456.5141
2021-11-08,468.93,457.80576
2021-11-09,467.38,459.23907
2021-11-10,463.62,460.4031
2021-11-11,463.77,460.82806
2021-11-12,467.27,460.57117
2021-11-15,467.43,459.96564
2021-11-16,469.28,459.39014
2021-11-17,468.14,459.35007
2021-11-18,469.73,460.19058
2021-11-19,468.89,461.12653
2021-11-22,467.57,461.44406
2021-11-23,468.19,461.6798
2021-11-24,469.44,461.51062
2021-11-26,458.97,461.58322
2021-11-29,464.6,460.91382
2021-11-30,455.56,460.10974
2021-12-01,450.5,458.98224
2021-12-02,457.4,456.89655
2021-12-03,453.42,454.14795
2021-12-06,458.79,453.2782
2021-12-07,468.28,451.38354
2021-12-08,469.52,452.18564
2021-12-09,466.35,454.9075
2021-12-10,470.74,456.67105
2021-12-13,466.57,459.55417
2021-12-14,463.36,461.37027
2021-12-15,470.6,461.10986
2021-12-16,466.45,460.6608
2021-12-17,459.87,460.82346
2021-12-20,454.98,459.79813
2021-12-21,463.06,458.89255
2021-12-22,467.69,458.34653
2021-12-23,470.6,456.6419
2021-12-27,477.26,456.39163
2021-12-28,476.87,458.3508
2021-12-29,477.48,461.88617
2021-12-30,476.16,464.2341
2021-12-31,474.96,465.84418
